txn_id,user_id,merchant,category,amount,status,wallet_type,timestamp,date,city,kyc_status
TXN00000364,U0829,Paytm,Grocery,30750.01,PENDING,PayWallet,2023-01-13 12:17:13,2023-01-13,Mumbai,PENDING
TXN00000376,U0275,Netflix,Shopping,43682.29,SUCCESS,EasyWallet,2023-01-21 00:21:22,2023-01-21,Mumbai,VERIFIED
TXN00000384,U0268,BigBasket,Grocery,14766.66,SUCCESS,QuickPay,2023-01-07 07:10:49,2023-01-07,Chennai,REJECTED
TXN00000390,U0725,Zomato,Shopping,10943.8,SUCCESS,PayWallet,2023-01-27 09:30:25,2023-01-27,Bangalore,PENDING
TXN00000393,U0515,MakeMyTrip,Grocery,40310.32,PENDING,PayWallet,2023-01-07 15:46:50,2023-01-07,Delhi,REJECTED
TXN00000412,U0092,Ola,Food,29850.26,FAILED,SafePay,2023-01-11 04:46:43,2023-01-11,Chennai,PENDING
TXN00000413,U0299,Netflix,Grocery,38960.66,SUCCESS,EasyWallet,2023-01-05 19:01:22,2023-01-05,Kolkata,PENDING
TXN00000423,U0976,GooglePay,Transfer,47149.32,SUCCESS,FastCash,2023-01-11 10:52:34,2023-01-11,Bangalore,REJECTED
TXN00000436,U0870,Ola,Food,33860.2,SUCCESS,QuickPay,2023-01-09 18:30:30,2023-01-09,Bangalore,VERIFIED
TXN00000439,U0756,PhonePe,Entertainment,22484.25,SUCCESS,PayWallet,2023-01-12 08:05:30,2023-01-12,Kolkata,PENDING
TXN00000470,U0128,BookMyShow,Transport,22069.88,SUCCESS,SafePay,2023-01-07 07:45:11,2023-01-07,Delhi,VERIFIED
TXN00000473,U0406,Paytm,Utilities,36302.16,FAILED,SafePay,2023-01-21 02:41:32,2023-01-21,Pune,PENDING
TXN00000493,U0251,Flipkart,Grocery,5808.17,SUCCESS,PayWallet,2023-01-23 11:43:21,2023-01-23,Ahmedabad,PENDING
TXN00000497,U0270,GooglePay,Food,24812.42,SUCCESS,PayWallet,2023-01-25 19:19:48,2023-01-25,Bangalore,REJECTED
TXN00000524,U0067,Swiggy,Transfer,40466.84,SUCCESS,FastCash,2023-01-09 11:11:32,2023-01-09,Bangalore,VERIFIED
TXN00000533,U0829,Spotify,Travel,38344.44,REFUNDED,QuickPay,2023-01-23 18:06:35,2023-01-23,Mumbai,PENDING
TXN00000537,U0721,GooglePay,Travel,47378.46,SUCCESS,EasyWallet,2023-01-11 22:54:15,2023-01-11,Ahmedabad,VERIFIED
TXN00000541,U0023,Zomato,Transport,38720.58,FAILED,FastCash,2023-01-24 03:06:06,2023-01-24,Ranchi,VERIFIED
TXN00000542,U0383,GooglePay,Grocery,29304.97,SUCCESS,FastCash,2023-01-29 04:02:36,2023-01-29,Hyderabad,REJECTED
TXN00000558,U0403,PhonePe,Transfer,7687.96,SUCCESS,SafePay,2023-01-20 06:38:09,2023-01-20,Delhi,REJECTED
TXN00000565,U0861,Netflix,Grocery,48281.73,SUCCESS,SafePay,2023-01-24 16:24:34,2023-01-24,Mumbai,REJECTED
TXN00000582,U0319,GooglePay,Grocery,6791.13,PENDING,EasyWallet,2023-01-26 11:35:40,2023-01-26,Hyderabad,VERIFIED
TXN00000583,U0178,Swiggy,Entertainment,41850.46,SUCCESS,SafePay,2023-01-12 05:48:59,2023-01-12,Delhi,VERIFIED
TXN00000584,U0941,Ola,Entertainment,13706.14,FAILED,EasyWallet,2023-01-20 15:14:47,2023-01-20,Mumbai,REJECTED
TXN00000612,U0039,BigBasket,Entertainment,36535.65,REFUNDED,FastCash,2023-01-02 19:31:10,2023-01-02,Chennai,PENDING
TXN00000618,U0234,Swiggy,Transport,10567.4,SUCCESS,EasyWallet,2023-01-08 10:15:19,2023-01-08,Mumbai,VERIFIED
TXN00000621,U0707,Flipkart,Grocery,22221.27,SUCCESS,FastCash,2023-01-19 17:34:59,2023-01-19,Mumbai,VERIFIED
TXN00000629,U0741,GooglePay,Food,45239.92,SUCCESS,SafePay,2023-01-30 03:30:00,2023-01-30,Hyderabad,REJECTED
TXN00000632,U0873,Zomato,Transport,16439.75,PENDING,EasyWallet,2023-01-04 18:09:09,2023-01-04,Hyderabad,REJECTED
TXN00000678,U0158,BookMyShow,Travel,29848.05,FAILED,EasyWallet,2023-01-16 12:16:23,2023-01-16,Hyderabad,REJECTED
TXN00000686,U0934,BigBasket,Travel,25720.31,SUCCESS,SafePay,2023-01-10 14:16:26,2023-01-10,Delhi,VERIFIED
TXN00000687,U0304,BookMyShow,Entertainment,16022.43,SUCCESS,PayWallet,2023-01-18 00:43:37,2023-01-18,Ranchi,VERIFIED
TXN00000694,U0775,GooglePay,Shopping,35047.09,SUCCESS,EasyWallet,2023-01-25 13:25:01,2023-01-25,Delhi,PENDING
TXN00000698,U0567,MakeMyTrip,Transport,6170.53,SUCCESS,EasyWallet,2023-01-05 07:55:38,2023-01-05,Kolkata,VERIFIED
TXN00000720,U0665,Ola,Food,35189.78,SUCCESS,FastCash,2023-01-16 11:56:19,2023-01-16,Kolkata,REJECTED
TXN00000724,U0514,BookMyShow,Transport,22000.54,SUCCESS,EasyWallet,2023-01-03 13:29:41,2023-01-03,Bangalore,REJECTED
TXN00000728,U0131,PhonePe,Transport,6744.86,SUCCESS,EasyWallet,2023-01-17 18:08:03,2023-01-17,Chennai,VERIFIED
TXN00000750,U0270,Swiggy,Travel,4011.19,SUCCESS,SafePay,2023-01-25 21:16:23,2023-01-25,Bangalore,REJECTED
TXN00000765,U0568,BookMyShow,Transport,23833.01,SUCCESS,EasyWallet,2023-01-30 12:38:23,2023-01-30,Jaipur,REJECTED
TXN00000782,U0408,Flipkart,Transport,3011.22,FAILED,SafePay,2023-01-19 12:40:58,2023-01-19,Hyderabad,PENDING
TXN00000802,U0001,BigBasket,Transport,17200.81,SUCCESS,PayWallet,2023-01-05 02:23:14,2023-01-05,Mumbai,VERIFIED
TXN00000821,U0993,Amazon,Transfer,34423.44,SUCCESS,PayWallet,2023-01-04 11:13:56,2023-01-04,Ahmedabad,REJECTED
TXN00000823,U0365,Paytm,Transport,35069.39,FAILED,QuickPay,2023-01-24 05:08:40,2023-01-24,Ahmedabad,PENDING
TXN00000825,U0706,Netflix,Travel,36222.71,SUCCESS,PayWallet,2023-01-09 07:01:22,2023-01-09,Kolkata,PENDING
TXN00000834,U0856,Zomato,Transport,43675.9,SUCCESS,SafePay,2023-01-18 00:02:01,2023-01-18,Pune,PENDING
TXN00000848,U0744,Amazon,Utilities,29792.18,SUCCESS,FastCash,2023-01-01 01:49:24,2023-01-01,Delhi,REJECTED
TXN00000849,U0308,Swiggy,Entertainment,42787.46,SUCCESS,FastCash,2023-01-03 13:13:33,2023-01-03,Mumbai,REJECTED
TXN00000873,U0398,Paytm,Utilities,33152.45,PENDING,FastCash,2023-01-26 20:44:11,2023-01-26,Hyderabad,VERIFIED
TXN00000877,U0254,BookMyShow,Utilities,16685.15,SUCCESS,QuickPay,2023-01-16 10:31:09,2023-01-16,Delhi,PENDING
TXN00000878,U0356,Paytm,Travel,17775.35,SUCCESS,EasyWallet,2023-01-08 03:14:29,2023-01-08,Mumbai,PENDING
TXN00000893,U0182,BookMyShow,Transfer,43357.78,SUCCESS,FastCash,2023-01-26 16:26:06,2023-01-26,Kolkata,REJECTED
TXN00000913,U0149,MakeMyTrip,Shopping,33353.16,FAILED,FastCash,2023-01-15 06:15:54,2023-01-15,Bangalore,VERIFIED
TXN00000925,U0656,Swiggy,Utilities,12728.33,SUCCESS,FastCash,2023-01-05 09:17:53,2023-01-05,Kolkata,PENDING
TXN00000940,U0319,BookMyShow,Shopping,34355.75,SUCCESS,PayWallet,2023-01-02 14:18:24,2023-01-02,Hyderabad,VERIFIED
TXN00000942,U0592,IRCTC,Utilities,31946.15,SUCCESS,QuickPay,2023-01-09 17:31:52,2023-01-09,Chennai,VERIFIED
TXN00000958,U0349,Swiggy,Grocery,39217.86,SUCCESS,FastCash,2023-01-26 15:43:23,2023-01-26,Jaipur,PENDING
TXN00000972,U0074,Paytm,Shopping,7208.35,PENDING,SafePay,2023-01-05 12:08:43,2023-01-05,Mumbai,REJECTED
TXN00000977,U0039,PhonePe,Transfer,35247.08,SUCCESS,SafePay,2023-01-13 23:53:14,2023-01-13,Chennai,PENDING
TXN00000985,U0872,IRCTC,Utilities,12610.03,SUCCESS,FastCash,2023-01-30 20:24:29,2023-01-30,Delhi,REJECTED
TXN00000992,U0172,Spotify,Grocery,23816.83,SUCCESS,EasyWallet,2023-01-21 09:33:06,2023-01-21,Mumbai,REJECTED
TXN00000994,U0296,BookMyShow,Transfer,19106.38,SUCCESS,EasyWallet,2023-01-05 14:34:17,2023-01-05,Jaipur,VERIFIED
TXN00001010,U0586,GooglePay,Utilities,38864.09,SUCCESS,SafePay,2023-01-28 08:17:25,2023-01-28,Mumbai,VERIFIED
TXN00001019,U0738,PhonePe,Entertainment,24466.74,SUCCESS,EasyWallet,2023-01-10 20:24:54,2023-01-10,Ranchi,REJECTED
TXN00001021,U0346,IRCTC,Shopping,20281.34,SUCCESS,EasyWallet,2023-01-22 18:27:55,2023-01-22,Jaipur,PENDING
TXN00001023,U0754,Zomato,Transfer,32695.04,SUCCESS,EasyWallet,2023-01-15 07:43:29,2023-01-15,Bangalore,VERIFIED
TXN00001024,U0249,GooglePay,Transport,728.12,SUCCESS,FastCash,2023-01-18 18:54:09,2023-01-18,Delhi,PENDING
TXN00001027,U0824,Swiggy,Grocery,16873.78,FAILED,SafePay,2023-01-25 12:13:43,2023-01-25,Hyderabad,VERIFIED
TXN00001031,U0137,Flipkart,Grocery,38885.31,SUCCESS,SafePay,2023-01-16 19:20:28,2023-01-16,Ahmedabad,PENDING
TXN00001058,U1000,Spotify,Transfer,38594.03,PENDING,SafePay,2023-01-10 11:33:00,2023-01-10,Hyderabad,VERIFIED
TXN00001103,U0614,GooglePay,Travel,29057.48,SUCCESS,FastCash,2023-01-26 21:55:13,2023-01-26,Ahmedabad,REJECTED
TXN00001107,U0297,Uber,Food,25698.19,FAILED,QuickPay,2023-01-19 22:03:20,2023-01-19,Ahmedabad,VERIFIED
TXN00001110,U0141,BigBasket,Utilities,18656.98,SUCCESS,FastCash,2023-01-06 00:12:53,2023-01-06,Bangalore,REJECTED
TXN00001117,U0202,Flipkart,Shopping,39654.83,SUCCESS,PayWallet,2023-01-17 12:17:11,2023-01-17,Bangalore,PENDING
TXN00001124,U0997,GooglePay,Food,46212.36,PENDING,SafePay,2023-01-02 16:20:54,2023-01-02,Delhi,PENDING
TXN00001138,U0102,GooglePay,Shopping,41517.32,SUCCESS,PayWallet,2023-01-12 13:02:35,2023-01-12,Bangalore,REJECTED
TXN00001148,U0605,Amazon,Transport,41848.34,SUCCESS,EasyWallet,2023-01-11 22:20:56,2023-01-11,Kolkata,VERIFIED
TXN00001149,U0784,BookMyShow,Travel,19034.86,SUCCESS,FastCash,2023-01-11 10:43:28,2023-01-11,Chennai,REJECTED
TXN00001152,U0552,Ola,Shopping,23050.86,PENDING,EasyWallet,2023-01-08 15:43:44,2023-01-08,Mumbai,VERIFIED
TXN00001171,U0881,BookMyShow,Food,15702.1,SUCCESS,PayWallet,2023-01-22 11:41:15,2023-01-22,Jaipur,PENDING
TXN00001180,U0661,BookMyShow,Shopping,42075.23,SUCCESS,PayWallet,2023-01-09 04:25:33,2023-01-09,Jaipur,REJECTED
TXN00001206,U0098,BigBasket,Shopping,2615.11,PENDING,SafePay,2023-01-29 08:55:39,2023-01-29,Ahmedabad,PENDING
TXN00001214,U0194,Zomato,Shopping,11500.73,SUCCESS,FastCash,2023-01-21 16:04:00,2023-01-21,Mumbai,REJECTED
TXN00001216,U0453,Ola,Transfer,22893.41,SUCCESS,QuickPay,2023-01-16 20:12:22,2023-01-16,Ahmedabad,REJECTED
TXN00001227,U0873,Swiggy,Transport,19431.26,SUCCESS,QuickPay,2023-01-08 23:11:09,2023-01-08,Hyderabad,REJECTED
TXN00001261,U0827,Flipkart,Travel,21536.72,SUCCESS,PayWallet,2023-01-13 09:58:55,2023-01-13,Mumbai,VERIFIED
TXN00001274,U0454,Zomato,Shopping,35884.11,SUCCESS,PayWallet,2023-01-12 13:24:38,2023-01-12,Hyderabad,REJECTED
TXN00001278,U0847,Uber,Transport,35017.75,SUCCESS,QuickPay,2023-01-04 01:39:14,2023-01-04,Kolkata,REJECTED
TXN00001283,U0029,BookMyShow,Utilities,12074.58,FAILED,SafePay,2023-01-10 02:18:23,2023-01-10,Delhi,PENDING
TXN00001296,U0536,Zomato,Food,18579.65,REFUNDED,FastCash,2023-01-16 15:27:24,2023-01-16,Ahmedabad,VERIFIED
TXN00001299,U0126,BigBasket,Travel,3387.55,SUCCESS,SafePay,2023-01-01 19:26:26,2023-01-01,Mumbai,PENDING
TXN00001313,U0630,Ola,Transport,1368.29,SUCCESS,SafePay,2023-01-23 21:06:56,2023-01-23,Ahmedabad,PENDING
TXN00001315,U0208,Swiggy,Entertainment,24654.04,FAILED,SafePay,2023-01-21 03:32:20,2023-01-21,Jaipur,VERIFIED
TXN00001317,U0418,Paytm,Entertainment,45687.62,SUCCESS,EasyWallet,2023-01-12 05:25:39,2023-01-12,Jaipur,REJECTED
TXN00001325,U0308,Flipkart,Grocery,34924.48,FAILED,EasyWallet,2023-01-28 03:50:36,2023-01-28,Mumbai,REJECTED
TXN00001329,U0936,GooglePay,Transport,32325.7,SUCCESS,SafePay,2023-01-07 03:57:43,2023-01-07,Delhi,REJECTED
TXN00001330,U0924,Amazon,Transport,20664.02,PENDING,SafePay,2023-01-02 15:53:07,2023-01-02,Jaipur,PENDING
TXN00001345,U0285,BookMyShow,Grocery,26625.19,SUCCESS,SafePay,2023-01-19 05:44:32,2023-01-19,Bangalore,REJECTED
TXN00001347,U0940,Swiggy,Entertainment,8232.43,SUCCESS,PayWallet,2023-01-29 21:50:04,2023-01-29,Chennai,VERIFIED
TXN00001348,U0492,Netflix,Shopping,29630.61,SUCCESS,FastCash,2023-01-11 19:47:34,2023-01-11,Hyderabad,PENDING
TXN00001353,U0942,IRCTC,Transfer,2748.89,SUCCESS,SafePay,2023-01-25 01:54:09,2023-01-25,Ranchi,PENDING
TXN00001354,U0105,Paytm,Shopping,27967.31,SUCCESS,SafePay,2023-01-26 13:12:34,2023-01-26,Mumbai,PENDING
TXN00001356,U0465,Netflix,Transfer,39760.28,PENDING,EasyWallet,2023-01-05 02:51:36,2023-01-05,Kolkata,PENDING
TXN00001374,U0852,Paytm,Transport,18952.35,FAILED,PayWallet,2023-01-09 03:40:33,2023-01-09,Jaipur,PENDING
TXN00001404,U0548,Netflix,Entertainment,23744.13,SUCCESS,SafePay,2023-01-25 17:48:47,2023-01-25,Hyderabad,VERIFIED
TXN00001406,U0847,GooglePay,Transfer,1351.66,SUCCESS,SafePay,2023-01-13 10:48:46,2023-01-13,Kolkata,REJECTED
TXN00001456,U0781,Netflix,Grocery,42703.57,FAILED,FastCash,2023-01-08 16:39:09,2023-01-08,Mumbai,VERIFIED
TXN00001467,U0120,IRCTC,Food,32223.43,PENDING,SafePay,2023-01-05 18:59:34,2023-01-05,Chennai,PENDING
TXN00001473,U0100,Flipkart,Grocery,26252.85,SUCCESS,SafePay,2023-01-01 14:42:48,2023-01-01,Ahmedabad,PENDING
TXN00001476,U0768,Zomato,Entertainment,12975.0,PENDING,SafePay,2023-01-23 21:45:09,2023-01-23,Hyderabad,VERIFIED
TXN00001488,U0649,Ola,Shopping,48480.18,SUCCESS,SafePay,2023-01-07 11:00:20,2023-01-07,Kolkata,VERIFIED
TXN00001509,U0830,Ola,Transport,41395.96,SUCCESS,QuickPay,2023-01-23 20:10:22,2023-01-23,Chennai,PENDING
TXN00001523,U0123,Flipkart,Food,6111.36,SUCCESS,EasyWallet,2023-01-05 12:08:32,2023-01-05,Delhi,VERIFIED
TXN00001526,U0731,BookMyShow,Transport,20272.47,SUCCESS,SafePay,2023-01-25 15:50:49,2023-01-25,Chennai,VERIFIED
TXN00001537,U0564,Uber,Utilities,19095.3,PENDING,SafePay,2023-01-29 21:04:56,2023-01-29,Ranchi,VERIFIED
TXN00001539,U0645,GooglePay,Utilities,49768.01,SUCCESS,QuickPay,2023-01-28 09:38:55,2023-01-28,Ahmedabad,VERIFIED
TXN00001561,U0433,Spotify,Grocery,8532.49,REFUNDED,FastCash,2023-01-20 18:29:00,2023-01-20,Ranchi,PENDING
TXN00001587,U0054,Paytm,Travel,10606.76,SUCCESS,EasyWallet,2023-01-01 04:59:42,2023-01-01,Chennai,REJECTED
TXN00001597,U0495,Netflix,Shopping,8355.09,SUCCESS,QuickPay,2023-01-27 07:05:20,2023-01-27,Kolkata,PENDING
TXN00001619,U0812,Amazon,Food,27123.08,FAILED,PayWallet,2023-01-06 05:48:00,2023-01-06,Mumbai,VERIFIED
TXN00001623,U0935,Swiggy,Shopping,11341.49,SUCCESS,FastCash,2023-01-01 11:16:54,2023-01-01,Delhi,PENDING
TXN00001626,U0631,Ola,Food,18031.07,PENDING,PayWallet,2023-01-30 15:04:25,2023-01-30,Chennai,PENDING
TXN00001639,U0934,Ola,Travel,42439.09,PENDING,QuickPay,2023-01-24 03:18:05,2023-01-24,Delhi,VERIFIED
TXN00001644,U0583,MakeMyTrip,Grocery,7494.36,SUCCESS,QuickPay,2023-01-05 20:18:02,2023-01-05,Bangalore,VERIFIED
TXN00001654,U0246,Uber,Transport,27082.98,SUCCESS,EasyWallet,2023-01-11 21:26:03,2023-01-11,Jaipur,VERIFIED
TXN00001655,U0775,BookMyShow,Utilities,9395.31,SUCCESS,PayWallet,2023-01-05 06:18:47,2023-01-05,Delhi,PENDING
TXN00001657,U0323,Flipkart,Utilities,433.85,SUCCESS,FastCash,2023-01-19 15:50:53,2023-01-19,Chennai,VERIFIED
TXN00001662,U0907,Paytm,Food,47641.39,SUCCESS,QuickPay,2023-01-31 14:01:47,2023-01-31,Bangalore,VERIFIED
TXN00001679,U0325,Ola,Transfer,10639.63,SUCCESS,PayWallet,2023-01-26 00:55:05,2023-01-26,Ahmedabad,VERIFIED
TXN00001689,U0155,BookMyShow,Transfer,46691.63,SUCCESS,FastCash,2023-01-06 12:13:49,2023-01-06,Kolkata,VERIFIED
TXN00001694,U0380,MakeMyTrip,Travel,819.4,PENDING,EasyWallet,2023-01-06 13:56:51,2023-01-06,Mumbai,PENDING
TXN00001713,U0644,IRCTC,Transport,1400.64,SUCCESS,PayWallet,2023-01-05 11:32:35,2023-01-05,Ranchi,VERIFIED
TXN00001747,U0570,IRCTC,Travel,24695.99,SUCCESS,FastCash,2023-01-31 23:29:03,2023-01-31,Delhi,REJECTED
TXN00001749,U0230,Amazon,Shopping,6945.33,REFUNDED,SafePay,2023-01-12 08:59:08,2023-01-12,Mumbai,PENDING
TXN00001751,U0957,GooglePay,Shopping,12991.79,FAILED,PayWallet,2023-01-02 22:03:24,2023-01-02,Pune,VERIFIED
TXN00001752,U0970,Uber,Food,13193.72,SUCCESS,SafePay,2023-01-19 15:25:26,2023-01-19,Ranchi,VERIFIED
TXN00001768,U0665,Netflix,Grocery,9704.64,SUCCESS,QuickPay,2023-01-20 01:57:56,2023-01-20,Kolkata,REJECTED
TXN00001779,U0501,MakeMyTrip,Entertainment,23633.69,SUCCESS,PayWallet,2023-01-01 09:22:51,2023-01-01,Jaipur,REJECTED
TXN00001783,U0848,Ola,Utilities,35510.76,PENDING,EasyWallet,2023-01-06 06:23:53,2023-01-06,Bangalore,VERIFIED
TXN00001793,U0465,Amazon,Entertainment,14158.03,SUCCESS,PayWallet,2023-01-07 01:19:54,2023-01-07,Kolkata,PENDING
TXN00001815,U0949,Flipkart,Utilities,20233.82,REFUNDED,QuickPay,2023-01-22 14:43:30,2023-01-22,Mumbai,VERIFIED
TXN00001859,U0059,Zomato,Transfer,9037.87,SUCCESS,FastCash,2023-01-30 18:04:21,2023-01-30,Pune,PENDING
TXN00001867,U0241,GooglePay,Transfer,32498.91,SUCCESS,PayWallet,2023-01-14 22:18:39,2023-01-14,Ahmedabad,VERIFIED
TXN00001868,U0511,MakeMyTrip,Shopping,13522.23,SUCCESS,FastCash,2023-01-09 06:26:02,2023-01-09,Bangalore,PENDING
TXN00001870,U0884,Netflix,Grocery,22206.55,SUCCESS,SafePay,2023-01-08 07:40:49,2023-01-08,Ranchi,VERIFIED
TXN00001882,U0594,Flipkart,Utilities,44853.24,SUCCESS,PayWallet,2023-01-23 18:03:00,2023-01-23,Mumbai,REJECTED
TXN00001886,U0975,GooglePay,Utilities,48764.36,SUCCESS,FastCash,2023-01-24 14:49:01,2023-01-24,Ahmedabad,REJECTED
TXN00001889,U0658,Netflix,Utilities,7162.54,SUCCESS,FastCash,2023-01-28 17:25:57,2023-01-28,Chennai,PENDING
TXN00001891,U0165,Ola,Shopping,14550.72,SUCCESS,EasyWallet,2023-01-13 02:24:29,2023-01-13,Ahmedabad,REJECTED
TXN00001892,U0109,PhonePe,Entertainment,40403.63,SUCCESS,EasyWallet,2023-01-10 22:00:22,2023-01-10,Jaipur,VERIFIED
TXN00001894,U0673,GooglePay,Transport,19060.67,REFUNDED,PayWallet,2023-01-13 15:50:58,2023-01-13,Ahmedabad,VERIFIED
TXN00001895,U0982,BookMyShow,Entertainment,28274.47,REFUNDED,EasyWallet,2023-01-31 00:35:41,2023-01-31,Pune,VERIFIED
TXN00001907,U0707,Zomato,Food,6627.56,PENDING,SafePay,2023-01-10 07:03:26,2023-01-10,Mumbai,VERIFIED
TXN00001910,U0757,BookMyShow,Travel,47496.45,PENDING,SafePay,2023-01-29 15:25:24,2023-01-29,Jaipur,VERIFIED
TXN00001931,U0445,Flipkart,Transfer,27891.28,SUCCESS,QuickPay,2023-01-02 05:48:17,2023-01-02,Chennai,VERIFIED
TXN00001932,U0429,GooglePay,Utilities,30672.78,SUCCESS,QuickPay,2023-01-16 01:45:39,2023-01-16,Bangalore,VERIFIED
TXN00001945,U0671,Amazon,Entertainment,18111.27,SUCCESS,QuickPay,2023-01-25 15:32:04,2023-01-25,Jaipur,VERIFIED
TXN00001950,U0279,GooglePay,Food,40651.66,SUCCESS,SafePay,2023-01-14 02:50:02,2023-01-14,Delhi,VERIFIED
TXN00001974,U0326,Netflix,Transport,7525.95,SUCCESS,PayWallet,2023-01-04 19:32:24,2023-01-04,Hyderabad,PENDING
TXN00001994,U0663,Uber,Transfer,19920.72,REFUNDED,FastCash,2023-01-14 00:30:19,2023-01-14,Pune,REJECTED
TXN00001999,U0455,Paytm,Shopping,15718.69,PENDING,FastCash,2023-01-22 18:24:18,2023-01-22,Pune,REJECTED
