txn_id,user_id,merchant,category,amount,status,wallet_type,timestamp,date
TXN00000223,U0342,IRCTC,Transport,3828.21,SUCCESS,EasyWallet,2023-03-28 01:12:04,2023-03-28
TXN00000226,U0975,IRCTC,Transfer,23203.01,SUCCESS,EasyWallet,2023-03-10 19:07:17,2023-03-10
TXN00000235,U0373,Ola,Utilities,19376.95,FAILED,EasyWallet,2023-03-03 15:37:18,2023-03-03
TXN00000241,U0974,Swiggy,Travel,47383.94,SUCCESS,QuickPay,2023-03-12 00:10:19,2023-03-12
TXN00000254,U0029,Ola,Food,41960.42,SUCCESS,QuickPay,2023-03-29 04:51:10,2023-03-29
TXN00000283,U0627,Uber,Transfer,10016.92,SUCCESS,PayWallet,2023-03-25 07:56:28,2023-03-25
TXN00000287,U0812,Zomato,Entertainment,39520.75,SUCCESS,EasyWallet,2023-03-20 01:16:22,2023-03-20
TXN00000296,U0176,Paytm,Travel,42128.07,SUCCESS,PayWallet,2023-03-01 21:11:41,2023-03-01
TXN00000300,U0451,Netflix,Transfer,23227.46,SUCCESS,QuickPay,2023-03-03 09:24:59,2023-03-03
TXN00000305,U0782,Zomato,Transfer,49798.51,SUCCESS,FastCash,2023-03-15 17:22:55,2023-03-15
TXN00000341,U0626,MakeMyTrip,Grocery,41351.22,SUCCESS,PayWallet,2023-03-10 03:43:52,2023-03-10
TXN00000369,U0424,Uber,Utilities,3057.27,PENDING,QuickPay,2023-03-27 20:16:03,2023-03-27
TXN00000388,U0939,BookMyShow,Shopping,26201.98,FAILED,PayWallet,2023-03-13 11:26:58,2023-03-13
TXN00000400,U0923,MakeMyTrip,Transfer,13562.04,PENDING,FastCash,2023-03-24 02:32:59,2023-03-24
TXN00000402,U0602,Zomato,Grocery,46444.46,SUCCESS,EasyWallet,2023-03-22 10:51:12,2023-03-22
TXN00000429,U0663,PhonePe,Shopping,28165.38,SUCCESS,SafePay,2023-03-06 14:23:13,2023-03-06
TXN00000444,U0834,Paytm,Utilities,45934.94,SUCCESS,QuickPay,2023-03-09 00:04:22,2023-03-09
TXN00000448,U0323,MakeMyTrip,Transfer,30974.3,PENDING,PayWallet,2023-03-14 15:53:06,2023-03-14
TXN00000457,U0831,GooglePay,Travel,43053.82,SUCCESS,SafePay,2023-03-23 12:12:22,2023-03-23
TXN00000458,U0631,Zomato,Entertainment,40678.36,FAILED,EasyWallet,2023-03-06 11:03:38,2023-03-06
TXN00000467,U0992,Netflix,Entertainment,24740.8,SUCCESS,FastCash,2023-03-26 14:19:19,2023-03-26
TXN00000471,U0706,BookMyShow,Transport,44108.57,SUCCESS,FastCash,2023-03-20 13:44:32,2023-03-20
TXN00000484,U0531,PhonePe,Entertainment,37394.7,SUCCESS,PayWallet,2023-03-21 18:53:34,2023-03-21
TXN00000495,U0509,Ola,Utilities,8356.48,SUCCESS,FastCash,2023-03-05 15:01:50,2023-03-05
TXN00000501,U0954,MakeMyTrip,Shopping,27647.71,PENDING,SafePay,2023-03-11 12:02:12,2023-03-11
TXN00000502,U0330,Swiggy,Grocery,45793.58,SUCCESS,PayWallet,2023-03-29 04:38:03,2023-03-29
TXN00000515,U0140,IRCTC,Food,7778.97,SUCCESS,SafePay,2023-03-20 17:25:07,2023-03-20
TXN00000536,U0243,PhonePe,Travel,40312.45,SUCCESS,EasyWallet,2023-03-10 09:22:27,2023-03-10
TXN00000538,U0857,IRCTC,Transfer,27110.81,SUCCESS,PayWallet,2023-03-15 02:27:53,2023-03-15
TXN00000544,U0725,BigBasket,Travel,11169.63,SUCCESS,QuickPay,2023-03-09 15:41:11,2023-03-09
TXN00000547,U0655,PhonePe,Food,46835.02,SUCCESS,PayWallet,2023-03-27 18:53:34,2023-03-27
TXN00000551,U0906,Netflix,Transfer,44089.72,SUCCESS,SafePay,2023-03-06 14:23:11,2023-03-06
TXN00000568,U0996,Swiggy,Entertainment,6318.04,SUCCESS,SafePay,2023-03-06 22:05:19,2023-03-06
TXN00000569,U0843,Paytm,Transport,41707.06,SUCCESS,PayWallet,2023-03-20 10:01:26,2023-03-20
TXN00000596,U0154,BigBasket,Entertainment,44985.36,FAILED,EasyWallet,2023-03-15 03:38:35,2023-03-15
TXN00000601,U0301,Flipkart,Transfer,6405.93,SUCCESS,EasyWallet,2023-03-12 08:18:30,2023-03-12
TXN00000614,U0711,BookMyShow,Travel,15611.49,SUCCESS,EasyWallet,2023-03-29 20:56:57,2023-03-29
TXN00000619,U0127,Ola,Shopping,18765.87,SUCCESS,EasyWallet,2023-03-07 15:03:07,2023-03-07
TXN00000625,U0624,Swiggy,Utilities,41576.63,REFUNDED,FastCash,2023-03-19 03:31:15,2023-03-19
TXN00000663,U0215,PhonePe,Utilities,34333.7,PENDING,QuickPay,2023-03-20 00:25:19,2023-03-20
TXN00000669,U0772,BigBasket,Shopping,17940.54,SUCCESS,EasyWallet,2023-03-21 05:25:34,2023-03-21
TXN00000673,U0636,MakeMyTrip,Transfer,41500.87,PENDING,FastCash,2023-03-20 20:54:36,2023-03-20
TXN00000681,U0426,BigBasket,Grocery,4606.36,SUCCESS,QuickPay,2023-03-03 21:26:26,2023-03-03
TXN00000688,U0995,IRCTC,Shopping,31350.38,SUCCESS,QuickPay,2023-03-07 00:13:57,2023-03-07
TXN00000700,U0423,BookMyShow,Transport,8056.11,SUCCESS,FastCash,2023-03-24 05:31:52,2023-03-24
TXN00000701,U0118,Zomato,Shopping,42570.87,PENDING,EasyWallet,2023-03-17 11:15:05,2023-03-17
TXN00000703,U0744,PhonePe,Transfer,47577.48,SUCCESS,QuickPay,2023-03-18 16:03:55,2023-03-18
TXN00000712,U0929,Amazon,Utilities,27178.03,REFUNDED,SafePay,2023-03-24 15:04:23,2023-03-24
TXN00000741,U0006,GooglePay,Shopping,28903.58,SUCCESS,PayWallet,2023-03-15 09:48:12,2023-03-15
TXN00000776,U0511,Netflix,Entertainment,20960.46,FAILED,FastCash,2023-03-13 10:11:58,2023-03-13
TXN00000786,U0800,Uber,Travel,16261.26,SUCCESS,SafePay,2023-03-09 18:49:11,2023-03-09
TXN00000793,U0171,Netflix,Food,4786.73,PENDING,SafePay,2023-03-23 18:40:06,2023-03-23
TXN00000796,U0254,GooglePay,Utilities,22163.59,SUCCESS,EasyWallet,2023-03-31 01:45:08,2023-03-31
TXN00000799,U0606,PhonePe,Transfer,31556.07,SUCCESS,EasyWallet,2023-03-10 18:06:03,2023-03-10
TXN00000806,U0270,Flipkart,Grocery,31269.9,SUCCESS,EasyWallet,2023-03-27 16:04:13,2023-03-27
TXN00000827,U0557,Ola,Travel,36622.8,SUCCESS,EasyWallet,2023-03-14 11:29:13,2023-03-14
TXN00000832,U0537,Paytm,Transfer,38289.05,SUCCESS,FastCash,2023-03-15 17:42:41,2023-03-15
TXN00000835,U0102,Amazon,Grocery,32899.48,SUCCESS,EasyWallet,2023-03-16 09:59:47,2023-03-16
TXN00000840,U0984,BigBasket,Food,5070.24,SUCCESS,SafePay,2023-03-25 20:20:03,2023-03-25
TXN00000841,U0198,BigBasket,Entertainment,28505.68,PENDING,EasyWallet,2023-03-15 13:53:56,2023-03-15
TXN00000853,U0500,MakeMyTrip,Food,29765.61,SUCCESS,EasyWallet,2023-03-09 03:34:04,2023-03-09
TXN00000859,U0443,Uber,Grocery,7409.14,SUCCESS,SafePay,2023-03-28 05:59:17,2023-03-28
TXN00000865,U0359,PhonePe,Transfer,31162.88,SUCCESS,QuickPay,2023-03-07 17:34:24,2023-03-07
TXN00000866,U0702,Ola,Transport,37889.11,PENDING,PayWallet,2023-03-19 13:12:03,2023-03-19
TXN00000869,U0758,BigBasket,Entertainment,10198.03,SUCCESS,FastCash,2023-03-23 04:06:36,2023-03-23
TXN00000888,U0027,IRCTC,Utilities,30284.17,SUCCESS,EasyWallet,2023-03-13 17:57:43,2023-03-13
TXN00000909,U0004,PhonePe,Utilities,620.27,SUCCESS,SafePay,2023-03-20 18:42:53,2023-03-20
TXN00000929,U0643,Spotify,Travel,23128.88,FAILED,PayWallet,2023-03-02 08:18:18,2023-03-02
TXN00000935,U0538,Uber,Transport,5620.44,FAILED,QuickPay,2023-03-25 22:34:10,2023-03-25
TXN00000937,U0349,BookMyShow,Transfer,36624.73,SUCCESS,FastCash,2023-03-15 20:54:04,2023-03-15
TXN00000939,U0742,Amazon,Transfer,19385.53,PENDING,PayWallet,2023-03-21 16:28:56,2023-03-21
TXN00000943,U0294,Uber,Travel,38641.63,SUCCESS,FastCash,2023-03-16 18:39:19,2023-03-16
TXN00000961,U0316,Netflix,Food,29916.98,SUCCESS,EasyWallet,2023-03-10 10:03:38,2023-03-10
TXN00000963,U0837,Zomato,Shopping,37856.32,SUCCESS,SafePay,2023-03-26 12:17:19,2023-03-26
TXN00000988,U0819,BigBasket,Shopping,17148.97,SUCCESS,QuickPay,2023-03-12 05:15:49,2023-03-12
TXN00001001,U0035,Amazon,Food,2853.53,SUCCESS,QuickPay,2023-03-16 23:37:54,2023-03-16
TXN00001007,U0452,Flipkart,Transfer,48971.3,SUCCESS,SafePay,2023-03-11 02:25:22,2023-03-11
TXN00001008,U0661,Spotify,Food,7202.19,FAILED,QuickPay,2023-03-11 07:12:05,2023-03-11
TXN00001041,U0162,IRCTC,Shopping,24258.22,SUCCESS,QuickPay,2023-03-10 07:23:28,2023-03-10
TXN00001043,U0798,Flipkart,Travel,11396.83,SUCCESS,SafePay,2023-03-31 08:20:41,2023-03-31
TXN00001056,U0136,Ola,Utilities,11960.73,REFUNDED,PayWallet,2023-03-26 15:58:03,2023-03-26
TXN00001059,U0809,MakeMyTrip,Travel,31344.28,SUCCESS,PayWallet,2023-03-13 19:49:09,2023-03-13
TXN00001070,U0914,BookMyShow,Transfer,4374.56,SUCCESS,QuickPay,2023-03-15 03:34:57,2023-03-15
TXN00001077,U0809,Uber,Entertainment,24217.31,REFUNDED,PayWallet,2023-03-08 16:42:21,2023-03-08
TXN00001080,U0244,Flipkart,Shopping,49688.71,SUCCESS,SafePay,2023-03-04 15:00:10,2023-03-04
TXN00001096,U0311,Spotify,Travel,3315.13,REFUNDED,SafePay,2023-03-22 16:41:07,2023-03-22
TXN00001115,U0132,MakeMyTrip,Transport,34405.48,SUCCESS,QuickPay,2023-03-28 08:31:31,2023-03-28
TXN00001120,U0687,Ola,Shopping,4548.06,FAILED,FastCash,2023-03-13 18:17:29,2023-03-13
TXN00001134,U0610,MakeMyTrip,Grocery,6146.88,FAILED,SafePay,2023-03-19 18:35:27,2023-03-19
TXN00001139,U0392,PhonePe,Travel,7645.31,SUCCESS,PayWallet,2023-03-11 13:17:34,2023-03-11
TXN00001156,U0630,Uber,Travel,48471.69,SUCCESS,PayWallet,2023-03-06 17:04:41,2023-03-06
TXN00001169,U0280,Zomato,Shopping,12927.26,FAILED,EasyWallet,2023-03-03 21:19:43,2023-03-03
TXN00001170,U0660,MakeMyTrip,Shopping,48189.71,SUCCESS,PayWallet,2023-03-10 08:18:04,2023-03-10
TXN00001177,U0220,Uber,Transfer,20424.69,PENDING,PayWallet,2023-03-10 00:33:21,2023-03-10
TXN00001191,U0644,Uber,Travel,28794.71,SUCCESS,QuickPay,2023-03-19 16:50:13,2023-03-19
TXN00001215,U0723,Spotify,Grocery,5810.04,PENDING,SafePay,2023-03-05 12:26:33,2023-03-05
TXN00001238,U0806,Zomato,Grocery,2272.48,SUCCESS,FastCash,2023-03-11 17:32:51,2023-03-11
TXN00001290,U0457,Flipkart,Travel,33844.35,SUCCESS,EasyWallet,2023-03-25 09:56:08,2023-03-25
TXN00001341,U0869,Paytm,Shopping,49597.65,SUCCESS,EasyWallet,2023-03-16 12:11:09,2023-03-16
TXN00001346,U0343,Flipkart,Shopping,49513.33,SUCCESS,SafePay,2023-03-17 13:52:45,2023-03-17
TXN00001379,U0875,BigBasket,Utilities,39481.49,SUCCESS,PayWallet,2023-03-15 10:33:35,2023-03-15
TXN00001381,U0745,Flipkart,Transfer,39551.95,SUCCESS,QuickPay,2023-03-23 06:14:07,2023-03-23
TXN00001386,U0958,MakeMyTrip,Travel,12733.92,SUCCESS,PayWallet,2023-03-03 01:17:49,2023-03-03
TXN00001393,U0723,PhonePe,Transport,49920.27,FAILED,EasyWallet,2023-03-16 00:54:58,2023-03-16
TXN00001403,U0976,Ola,Grocery,49008.8,SUCCESS,SafePay,2023-03-01 16:30:22,2023-03-01
TXN00001409,U0114,Zomato,Grocery,23917.77,SUCCESS,QuickPay,2023-03-02 23:40:35,2023-03-02
TXN00001411,U0619,PhonePe,Utilities,29378.72,SUCCESS,SafePay,2023-03-03 15:56:54,2023-03-03
TXN00001426,U0302,Flipkart,Grocery,8430.98,SUCCESS,PayWallet,2023-03-10 19:57:53,2023-03-10
TXN00001439,U0258,Flipkart,Travel,49070.98,SUCCESS,QuickPay,2023-03-08 14:06:53,2023-03-08
TXN00001459,U0159,BookMyShow,Entertainment,218.99,PENDING,FastCash,2023-03-18 00:12:10,2023-03-18
TXN00001469,U0850,Netflix,Utilities,34594.92,SUCCESS,EasyWallet,2023-03-06 09:35:16,2023-03-06
TXN00001474,U0181,Ola,Transport,35205.32,SUCCESS,QuickPay,2023-03-08 06:25:35,2023-03-08
TXN00001516,U0224,IRCTC,Entertainment,36768.59,SUCCESS,EasyWallet,2023-03-23 11:09:50,2023-03-23
TXN00001521,U0669,GooglePay,Grocery,38794.73,REFUNDED,PayWallet,2023-03-08 23:41:43,2023-03-08
TXN00001524,U0024,PhonePe,Transfer,13693.5,SUCCESS,EasyWallet,2023-03-29 08:32:47,2023-03-29
TXN00001525,U0394,Spotify,Grocery,14925.18,SUCCESS,FastCash,2023-03-12 07:56:33,2023-03-12
TXN00001529,U0883,PhonePe,Transport,276.15,SUCCESS,FastCash,2023-03-12 03:54:43,2023-03-12
TXN00001555,U0590,Amazon,Food,37173.04,SUCCESS,SafePay,2023-03-06 02:57:57,2023-03-06
TXN00001563,U0003,GooglePay,Grocery,10880.99,SUCCESS,EasyWallet,2023-03-24 17:55:06,2023-03-24
TXN00001568,U0788,Paytm,Utilities,11312.5,SUCCESS,FastCash,2023-03-02 10:34:49,2023-03-02
TXN00001582,U0124,Zomato,Grocery,1927.94,REFUNDED,QuickPay,2023-03-31 02:00:56,2023-03-31
TXN00001593,U0722,Spotify,Food,3753.23,SUCCESS,FastCash,2023-03-16 22:12:52,2023-03-16
TXN00001595,U0429,BigBasket,Utilities,44580.42,FAILED,EasyWallet,2023-03-16 10:50:10,2023-03-16
TXN00001601,U0586,Swiggy,Shopping,43958.96,FAILED,SafePay,2023-03-04 03:20:11,2023-03-04
TXN00001611,U0596,Paytm,Grocery,7790.52,SUCCESS,SafePay,2023-03-21 04:39:33,2023-03-21
TXN00001620,U0143,Spotify,Transfer,40775.09,SUCCESS,SafePay,2023-03-20 13:46:27,2023-03-20
TXN00001621,U0250,Amazon,Utilities,31378.02,SUCCESS,PayWallet,2023-03-02 00:10:06,2023-03-02
TXN00001628,U0696,Netflix,Transport,44656.95,SUCCESS,EasyWallet,2023-03-12 10:26:55,2023-03-12
TXN00001638,U0872,Amazon,Travel,27923.14,REFUNDED,PayWallet,2023-03-20 22:42:13,2023-03-20
TXN00001676,U0398,MakeMyTrip,Transfer,33460.84,SUCCESS,SafePay,2023-03-28 14:59:19,2023-03-28
TXN00001685,U0851,Amazon,Food,44748.88,SUCCESS,FastCash,2023-03-13 11:44:02,2023-03-13
TXN00001686,U0204,Ola,Grocery,24086.45,SUCCESS,QuickPay,2023-03-05 21:33:40,2023-03-05
TXN00001688,U0080,GooglePay,Transport,16193.39,REFUNDED,FastCash,2023-03-19 02:42:47,2023-03-19
TXN00001692,U0764,Swiggy,Grocery,34825.34,FAILED,EasyWallet,2023-03-26 21:42:42,2023-03-26
TXN00001703,U0877,Spotify,Food,17537.18,FAILED,SafePay,2023-03-17 22:45:12,2023-03-17
TXN00001715,U0246,Paytm,Entertainment,14853.16,SUCCESS,QuickPay,2023-03-14 10:49:12,2023-03-14
TXN00001721,U0704,Netflix,Grocery,44486.78,SUCCESS,SafePay,2023-03-23 16:06:01,2023-03-23
TXN00001725,U0621,Amazon,Shopping,25904.57,FAILED,QuickPay,2023-03-16 21:26:53,2023-03-16
TXN00001739,U0540,Swiggy,Food,28052.33,SUCCESS,PayWallet,2023-03-24 09:36:57,2023-03-24
TXN00001741,U0202,Amazon,Transfer,24937.56,REFUNDED,SafePay,2023-03-18 22:53:44,2023-03-18
TXN00001750,U0175,Flipkart,Entertainment,36208.15,FAILED,EasyWallet,2023-03-29 21:39:12,2023-03-29
TXN00001765,U0274,Amazon,Transfer,33097.66,SUCCESS,FastCash,2023-03-14 15:14:37,2023-03-14
TXN00001776,U0341,BookMyShow,Transfer,7100.26,SUCCESS,SafePay,2023-03-14 18:10:35,2023-03-14
TXN00001796,U0977,Flipkart,Utilities,7140.79,SUCCESS,SafePay,2023-03-02 05:02:58,2023-03-02
TXN00001818,U0524,GooglePay,Entertainment,23813.16,SUCCESS,PayWallet,2023-03-08 07:44:34,2023-03-08
TXN00001830,U0099,Paytm,Food,24976.7,SUCCESS,FastCash,2023-03-31 23:38:26,2023-03-31
TXN00001836,U0760,Zomato,Grocery,40693.75,FAILED,QuickPay,2023-03-20 03:15:08,2023-03-20
TXN00001866,U0313,GooglePay,Entertainment,6146.18,SUCCESS,QuickPay,2023-03-31 12:45:02,2023-03-31
TXN00001871,U0676,Netflix,Shopping,33023.52,SUCCESS,FastCash,2023-03-13 14:58:56,2023-03-13
TXN00001873,U0776,Amazon,Travel,36292.06,SUCCESS,SafePay,2023-03-26 02:20:15,2023-03-26
TXN00001899,U0467,Ola,Food,34656.73,SUCCESS,SafePay,2023-03-31 16:03:26,2023-03-31
TXN00001901,U0460,IRCTC,Grocery,11495.87,FAILED,QuickPay,2023-03-31 11:00:57,2023-03-31
TXN00001922,U0289,PhonePe,Grocery,36607.15,SUCCESS,SafePay,2023-03-20 21:24:38,2023-03-20
TXN00001949,U0290,Uber,Shopping,11507.96,FAILED,QuickPay,2023-03-02 22:50:17,2023-03-02
TXN00001968,U0449,MakeMyTrip,Food,1962.71,SUCCESS,QuickPay,2023-03-18 15:35:58,2023-03-18
TXN00001973,U0959,Ola,Transport,8220.27,SUCCESS,SafePay,2023-03-23 19:05:38,2023-03-23
TXN00001992,U0453,Ola,Entertainment,290.67,SUCCESS,PayWallet,2023-03-18 01:19:28,2023-03-18
TXN00002004,U0706,BigBasket,Grocery,8656.68,SUCCESS,PayWallet,2023-03-19 03:51:48,2023-03-19
TXN00002007,U0326,PhonePe,Shopping,38338.46,FAILED,QuickPay,2023-03-14 02:27:58,2023-03-14
TXN00002017,U0479,Uber,Shopping,46096.75,SUCCESS,QuickPay,2023-03-26 18:16:59,2023-03-26
TXN00002020,U0432,Spotify,Travel,16840.23,PENDING,QuickPay,2023-03-03 15:39:42,2023-03-03
TXN00002026,U0525,Zomato,Utilities,44330.9,REFUNDED,EasyWallet,2023-03-05 16:49:58,2023-03-05
TXN00002027,U0975,PhonePe,Transport,6503.24,SUCCESS,PayWallet,2023-03-19 01:48:04,2023-03-19
TXN00002041,U0408,Paytm,Food,23251.49,SUCCESS,PayWallet,2023-03-05 12:19:48,2023-03-05
TXN00002051,U0301,Ola,Grocery,885.77,SUCCESS,PayWallet,2023-03-11 09:52:02,2023-03-11
TXN00002113,U0707,GooglePay,Transfer,8879.76,REFUNDED,FastCash,2023-03-30 16:16:56,2023-03-30
TXN00002118,U0613,Spotify,Utilities,28470.77,SUCCESS,PayWallet,2023-03-25 11:53:19,2023-03-25
TXN00002125,U0798,Flipkart,Entertainment,10668.69,SUCCESS,FastCash,2023-03-17 04:26:27,2023-03-17
TXN00002159,U0104,Amazon,Shopping,38975.37,SUCCESS,PayWallet,2023-03-12 12:30:39,2023-03-12
TXN00002170,U0719,Flipkart,Grocery,43798.33,SUCCESS,FastCash,2023-03-31 01:46:45,2023-03-31
TXN00002184,U0129,Swiggy,Transport,40274.32,SUCCESS,PayWallet,2023-03-18 05:31:42,2023-03-18
TXN00002186,U0257,Zomato,Utilities,16438.0,REFUNDED,EasyWallet,2023-03-29 20:33:17,2023-03-29
TXN00002190,U0407,Ola,Shopping,28608.62,SUCCESS,FastCash,2023-03-04 20:52:46,2023-03-04
TXN00002191,U0644,MakeMyTrip,Grocery,22610.68,SUCCESS,EasyWallet,2023-03-14 21:56:26,2023-03-14
TXN00002199,U0146,MakeMyTrip,Entertainment,38797.81,SUCCESS,FastCash,2023-03-17 16:23:40,2023-03-17
TXN00002207,U0946,GooglePay,Food,2970.52,SUCCESS,QuickPay,2023-03-23 01:44:08,2023-03-23
TXN00002211,U0455,Zomato,Utilities,38031.62,SUCCESS,PayWallet,2023-03-21 22:29:05,2023-03-21
TXN00002216,U0898,GooglePay,Transfer,37925.39,SUCCESS,PayWallet,2023-03-07 10:07:25,2023-03-07
TXN00002250,U0738,Ola,Entertainment,23269.67,SUCCESS,PayWallet,2023-03-30 11:28:39,2023-03-30
TXN00002276,U0814,Netflix,Shopping,17922.49,PENDING,SafePay,2023-03-15 03:27:27,2023-03-15
TXN00002290,U0400,MakeMyTrip,Entertainment,18595.47,FAILED,PayWallet,2023-03-10 18:17:52,2023-03-10
TXN00002291,U0146,PhonePe,Entertainment,31091.97,SUCCESS,SafePay,2023-03-02 13:21:48,2023-03-02
TXN00002300,U0131,BigBasket,Shopping,23453.16,SUCCESS,QuickPay,2023-03-19 23:28:53,2023-03-19
TXN00002331,U0762,Zomato,Entertainment,15385.02,SUCCESS,EasyWallet,2023-03-20 20:09:46,2023-03-20
TXN00002340,U0139,PhonePe,Utilities,33871.88,PENDING,PayWallet,2023-03-10 19:57:15,2023-03-10
TXN00002343,U0374,MakeMyTrip,Utilities,9609.24,SUCCESS,EasyWallet,2023-03-07 15:45:17,2023-03-07
TXN00002348,U0927,Spotify,Grocery,19425.97,SUCCESS,FastCash,2023-03-19 12:48:07,2023-03-19
TXN00002351,U0501,Uber,Utilities,4174.47,SUCCESS,PayWallet,2023-03-16 21:59:25,2023-03-16
TXN00002354,U0586,IRCTC,Entertainment,38946.05,PENDING,PayWallet,2023-03-01 19:26:28,2023-03-01
TXN00002358,U0094,GooglePay,Food,202.02,FAILED,QuickPay,2023-03-14 01:40:57,2023-03-14
TXN00002359,U0052,GooglePay,Food,19351.18,SUCCESS,QuickPay,2023-03-23 15:23:00,2023-03-23
TXN00002362,U0998,Swiggy,Utilities,7203.2,SUCCESS,QuickPay,2023-03-10 07:02:57,2023-03-10
TXN00002364,U0405,Paytm,Utilities,30081.68,SUCCESS,FastCash,2023-03-05 01:53:50,2023-03-05
TXN00002365,U0437,Uber,Travel,36774.8,SUCCESS,FastCash,2023-03-26 18:18:50,2023-03-26
TXN00002385,U0968,Ola,Entertainment,45508.2,PENDING,SafePay,2023-03-23 08:16:16,2023-03-23
TXN00002400,U0724,PhonePe,Transfer,14245.29,SUCCESS,FastCash,2023-03-18 19:26:58,2023-03-18
TXN00002403,U0335,PhonePe,Shopping,32184.61,SUCCESS,EasyWallet,2023-03-11 03:03:56,2023-03-11
TXN00002411,U0978,MakeMyTrip,Transport,25034.19,SUCCESS,SafePay,2023-03-01 06:37:17,2023-03-01
TXN00002422,U0524,Amazon,Utilities,627.89,FAILED,FastCash,2023-03-26 04:46:44,2023-03-26
TXN00002423,U0512,GooglePay,Grocery,36001.26,SUCCESS,SafePay,2023-03-22 03:20:47,2023-03-22
TXN00002450,U0591,Ola,Grocery,34393.17,REFUNDED,QuickPay,2023-03-27 01:53:37,2023-03-27
TXN00002466,U0475,Uber,Grocery,40067.37,SUCCESS,PayWallet,2023-03-12 09:12:59,2023-03-12
TXN00002469,U0494,Spotify,Entertainment,294.57,FAILED,QuickPay,2023-03-19 07:57:41,2023-03-19
TXN00002486,U0253,Paytm,Grocery,41990.15,SUCCESS,QuickPay,2023-03-05 23:25:12,2023-03-05
TXN00002541,U0867,Zomato,Entertainment,43085.8,FAILED,EasyWallet,2023-03-02 13:10:51,2023-03-02
TXN00002543,U0656,PhonePe,Shopping,3363.03,SUCCESS,PayWallet,2023-03-04 22:45:33,2023-03-04
TXN00002547,U0516,MakeMyTrip,Transfer,6320.73,SUCCESS,PayWallet,2023-03-06 19:34:44,2023-03-06
TXN00002550,U0446,IRCTC,Transport,22502.52,SUCCESS,QuickPay,2023-03-25 17:15:43,2023-03-25
TXN00002564,U0043,Amazon,Utilities,615.62,SUCCESS,SafePay,2023-03-27 12:45:45,2023-03-27
TXN00002567,U0480,BookMyShow,Transport,46241.84,SUCCESS,PayWallet,2023-03-27 02:06:29,2023-03-27
TXN00002571,U0835,Amazon,Grocery,24174.96,SUCCESS,EasyWallet,2023-03-29 20:19:35,2023-03-29
TXN00002597,U0401,Swiggy,Travel,3312.11,SUCCESS,FastCash,2023-03-02 18:58:27,2023-03-02
TXN00002605,U0152,Ola,Utilities,26548.15,PENDING,EasyWallet,2023-03-23 23:14:17,2023-03-23
TXN00002628,U0535,MakeMyTrip,Entertainment,23939.73,PENDING,FastCash,2023-03-04 06:28:31,2023-03-04
TXN00002644,U0051,Uber,Utilities,42074.94,SUCCESS,EasyWallet,2023-03-31 21:55:01,2023-03-31
TXN00002654,U0628,Paytm,Grocery,9631.66,SUCCESS,FastCash,2023-03-23 22:43:57,2023-03-23
TXN00002659,U0256,GooglePay,Shopping,36565.31,SUCCESS,QuickPay,2023-03-31 15:43:50,2023-03-31
TXN00002660,U0284,Flipkart,Shopping,32596.13,SUCCESS,PayWallet,2023-03-26 17:10:18,2023-03-26
