txn_id,user_id,merchant,category,amount,status,wallet_type,timestamp,date
TXN00000321,U0423,GooglePay,Entertainment,20524.77,FAILED,SafePay,2023-02-28 19:26:29,2023-02-28
TXN00000351,U0064,MakeMyTrip,Entertainment,28639.36,SUCCESS,FastCash,2023-02-13 13:51:42,2023-02-13
TXN00000353,U0921,BigBasket,Transfer,40436.52,SUCCESS,EasyWallet,2023-02-05 07:38:15,2023-02-05
TXN00000360,U0670,MakeMyTrip,Travel,5940.47,REFUNDED,SafePay,2023-02-21 15:33:17,2023-02-21
TXN00000367,U0516,Uber,Entertainment,40791.15,SUCCESS,FastCash,2023-02-24 10:09:29,2023-02-24
TXN00000382,U0823,GooglePay,Transfer,38083.83,SUCCESS,QuickPay,2023-02-08 07:05:43,2023-02-08
TXN00000405,U0448,Swiggy,Food,17036.23,FAILED,EasyWallet,2023-02-07 22:29:51,2023-02-07
TXN00000408,U0791,PhonePe,Utilities,39904.78,SUCCESS,PayWallet,2023-02-03 06:43:37,2023-02-03
TXN00000410,U0006,Uber,Transfer,18002.28,SUCCESS,QuickPay,2023-02-05 13:01:56,2023-02-05
TXN00000411,U0192,Netflix,Transfer,27853.68,SUCCESS,PayWallet,2023-02-03 21:40:09,2023-02-03
TXN00000451,U0579,Amazon,Entertainment,14611.57,SUCCESS,EasyWallet,2023-02-02 02:32:45,2023-02-02
TXN00000463,U0592,Paytm,Utilities,31394.36,SUCCESS,PayWallet,2023-02-25 05:08:08,2023-02-25
TXN00000472,U0671,Ola,Utilities,4130.2,SUCCESS,QuickPay,2023-02-06 05:59:30,2023-02-06
TXN00000481,U0771,Flipkart,Grocery,17583.27,SUCCESS,QuickPay,2023-02-24 09:01:01,2023-02-24
TXN00000519,U0729,Swiggy,Travel,19818.26,SUCCESS,FastCash,2023-02-05 10:09:57,2023-02-05
TXN00000522,U0013,Amazon,Entertainment,6544.45,FAILED,FastCash,2023-02-17 04:01:35,2023-02-17
TXN00000525,U0044,Spotify,Shopping,8407.78,SUCCESS,SafePay,2023-02-17 14:02:26,2023-02-17
TXN00000534,U0254,Paytm,Entertainment,13333.68,FAILED,PayWallet,2023-02-08 21:19:10,2023-02-08
TXN00000539,U0058,Swiggy,Entertainment,1006.2,SUCCESS,FastCash,2023-02-05 01:15:35,2023-02-05
TXN00000543,U1000,Zomato,Grocery,39594.21,REFUNDED,FastCash,2023-02-22 23:49:18,2023-02-22
TXN00000552,U0849,Spotify,Entertainment,8141.2,SUCCESS,PayWallet,2023-02-09 09:22:57,2023-02-09
TXN00000559,U0302,MakeMyTrip,Transfer,9991.74,SUCCESS,QuickPay,2023-02-04 00:45:19,2023-02-04
TXN00000564,U0685,Ola,Grocery,48535.57,SUCCESS,EasyWallet,2023-02-03 06:51:00,2023-02-03
TXN00000570,U0398,BigBasket,Grocery,27607.19,PENDING,EasyWallet,2023-02-03 19:09:16,2023-02-03
TXN00000607,U0206,Ola,Grocery,49359.71,PENDING,SafePay,2023-02-23 08:20:13,2023-02-23
TXN00000608,U0324,MakeMyTrip,Transport,38949.27,SUCCESS,QuickPay,2023-02-25 14:56:45,2023-02-25
TXN00000641,U0444,Paytm,Entertainment,24101.66,SUCCESS,SafePay,2023-02-06 23:43:15,2023-02-06
TXN00000642,U0860,MakeMyTrip,Shopping,592.13,PENDING,EasyWallet,2023-02-27 17:33:35,2023-02-27
TXN00000646,U0878,Spotify,Transfer,15809.92,REFUNDED,PayWallet,2023-02-04 04:24:16,2023-02-04
TXN00000647,U0414,Netflix,Shopping,27860.98,SUCCESS,PayWallet,2023-02-09 20:42:18,2023-02-09
TXN00000651,U0100,IRCTC,Entertainment,119.83,SUCCESS,FastCash,2023-02-14 06:46:29,2023-02-14
TXN00000654,U0953,MakeMyTrip,Grocery,10787.32,FAILED,QuickPay,2023-02-16 21:25:56,2023-02-16
TXN00000656,U0791,BookMyShow,Transfer,22874.82,SUCCESS,EasyWallet,2023-02-17 20:29:09,2023-02-17
TXN00000657,U0987,Spotify,Shopping,26522.91,SUCCESS,SafePay,2023-02-22 06:53:54,2023-02-22
TXN00000659,U0397,Paytm,Travel,25210.46,SUCCESS,EasyWallet,2023-02-10 05:11:34,2023-02-10
TXN00000676,U0387,Amazon,Grocery,13962.82,SUCCESS,QuickPay,2023-02-16 08:27:29,2023-02-16
TXN00000691,U0076,Amazon,Transport,39712.8,SUCCESS,EasyWallet,2023-02-03 23:45:14,2023-02-03
TXN00000695,U0297,IRCTC,Utilities,30332.23,SUCCESS,SafePay,2023-02-11 05:15:17,2023-02-11
TXN00000704,U0292,PhonePe,Food,45006.93,SUCCESS,SafePay,2023-02-08 20:29:15,2023-02-08
TXN00000709,U0180,Paytm,Food,42091.23,PENDING,QuickPay,2023-02-12 06:23:37,2023-02-12
TXN00000729,U0058,Zomato,Utilities,46123.12,SUCCESS,SafePay,2023-02-27 00:52:55,2023-02-27
TXN00000731,U0222,Spotify,Transfer,43366.45,SUCCESS,SafePay,2023-02-03 07:14:02,2023-02-03
TXN00000792,U0746,Swiggy,Utilities,47022.46,SUCCESS,PayWallet,2023-02-18 13:27:23,2023-02-18
TXN00000851,U0272,Ola,Entertainment,11657.38,FAILED,PayWallet,2023-02-23 18:03:28,2023-02-23
TXN00000881,U0748,Netflix,Entertainment,20872.49,SUCCESS,SafePay,2023-02-04 02:18:31,2023-02-04
TXN00000890,U0515,MakeMyTrip,Transfer,35603.84,SUCCESS,SafePay,2023-02-22 01:46:40,2023-02-22
TXN00000902,U0403,Netflix,Travel,22549.78,SUCCESS,EasyWallet,2023-02-22 13:08:58,2023-02-22
TXN00000923,U0025,Spotify,Food,36876.04,SUCCESS,EasyWallet,2023-02-15 21:46:13,2023-02-15
TXN00000933,U0886,IRCTC,Utilities,35266.26,SUCCESS,PayWallet,2023-02-15 09:04:15,2023-02-15
TXN00000938,U0788,MakeMyTrip,Food,41108.7,PENDING,QuickPay,2023-02-25 15:36:23,2023-02-25
TXN00000944,U0162,Uber,Food,772.68,SUCCESS,EasyWallet,2023-02-27 23:46:12,2023-02-27
TXN00000945,U0212,BigBasket,Travel,27472.79,SUCCESS,FastCash,2023-02-09 18:12:24,2023-02-09
TXN00000966,U0597,Amazon,Grocery,42383.36,PENDING,PayWallet,2023-02-04 16:13:08,2023-02-04
TXN00000968,U0882,Uber,Shopping,11769.71,SUCCESS,SafePay,2023-02-12 14:27:44,2023-02-12
TXN00000973,U0087,Zomato,Grocery,43009.04,PENDING,EasyWallet,2023-02-22 17:31:18,2023-02-22
TXN00000979,U0252,Spotify,Food,34206.86,SUCCESS,EasyWallet,2023-02-04 08:22:47,2023-02-04
TXN00001011,U0669,Paytm,Shopping,46645.36,SUCCESS,FastCash,2023-02-27 19:25:20,2023-02-27
TXN00001012,U0717,Ola,Grocery,28736.27,SUCCESS,SafePay,2023-02-28 21:05:02,2023-02-28
TXN00001014,U0581,BigBasket,Travel,16678.65,SUCCESS,PayWallet,2023-02-17 01:41:59,2023-02-17
TXN00001016,U0862,Spotify,Utilities,32393.15,SUCCESS,PayWallet,2023-02-01 05:54:41,2023-02-01
TXN00001032,U0007,Amazon,Transport,46307.59,SUCCESS,EasyWallet,2023-02-01 08:23:21,2023-02-01
TXN00001050,U0422,MakeMyTrip,Transfer,43111.33,SUCCESS,SafePay,2023-02-03 13:59:57,2023-02-03
TXN00001066,U0665,Spotify,Entertainment,37661.14,FAILED,FastCash,2023-02-14 02:26:03,2023-02-14
TXN00001078,U0362,Uber,Transfer,47811.13,SUCCESS,QuickPay,2023-02-27 14:36:48,2023-02-27
TXN00001083,U0943,Amazon,Grocery,46554.14,FAILED,SafePay,2023-02-17 04:22:08,2023-02-17
TXN00001097,U0007,Netflix,Utilities,20731.56,SUCCESS,EasyWallet,2023-02-04 08:23:51,2023-02-04
TXN00001114,U0837,Spotify,Travel,8618.64,SUCCESS,PayWallet,2023-02-23 23:42:15,2023-02-23
TXN00001116,U0081,Netflix,Food,3895.99,FAILED,SafePay,2023-02-20 13:43:19,2023-02-20
TXN00001133,U0760,BookMyShow,Transport,3244.87,REFUNDED,FastCash,2023-02-09 12:07:09,2023-02-09
TXN00001151,U0933,GooglePay,Food,43448.31,SUCCESS,QuickPay,2023-02-02 23:42:51,2023-02-02
TXN00001155,U0708,Paytm,Entertainment,16805.01,SUCCESS,FastCash,2023-02-08 20:35:45,2023-02-08
TXN00001175,U0792,IRCTC,Travel,16471.0,SUCCESS,SafePay,2023-02-17 11:42:09,2023-02-17
TXN00001184,U0959,MakeMyTrip,Entertainment,14878.17,PENDING,QuickPay,2023-02-05 01:11:38,2023-02-05
TXN00001204,U0011,Spotify,Transport,43573.46,REFUNDED,SafePay,2023-02-03 07:08:32,2023-02-03
TXN00001210,U0092,Ola,Grocery,7098.37,SUCCESS,PayWallet,2023-02-21 05:34:45,2023-02-21
TXN00001211,U0512,MakeMyTrip,Utilities,37393.69,PENDING,FastCash,2023-02-19 15:50:55,2023-02-19
TXN00001217,U0358,Flipkart,Entertainment,43409.97,SUCCESS,QuickPay,2023-02-18 00:32:27,2023-02-18
TXN00001228,U0306,Spotify,Grocery,36797.11,PENDING,EasyWallet,2023-02-16 20:05:31,2023-02-16
TXN00001229,U0368,Paytm,Food,41604.32,SUCCESS,SafePay,2023-02-20 23:40:49,2023-02-20
TXN00001232,U0042,BigBasket,Travel,48663.86,SUCCESS,QuickPay,2023-02-06 02:19:59,2023-02-06
TXN00001242,U0014,Zomato,Transfer,23013.55,SUCCESS,EasyWallet,2023-02-15 07:31:12,2023-02-15
TXN00001253,U0507,PhonePe,Travel,22421.79,SUCCESS,QuickPay,2023-02-15 09:58:00,2023-02-15
TXN00001256,U0905,Uber,Grocery,47990.57,FAILED,FastCash,2023-02-20 22:29:11,2023-02-20
TXN00001269,U0869,Swiggy,Transfer,48482.14,FAILED,PayWallet,2023-02-17 18:17:20,2023-02-17
TXN00001275,U0347,Ola,Grocery,49097.43,SUCCESS,PayWallet,2023-02-02 22:11:24,2023-02-02
TXN00001282,U0524,BigBasket,Utilities,26071.58,FAILED,QuickPay,2023-02-06 01:08:27,2023-02-06
TXN00001294,U0712,Swiggy,Transfer,23673.04,SUCCESS,EasyWallet,2023-02-15 20:22:54,2023-02-15
TXN00001306,U0198,PhonePe,Shopping,47865.07,SUCCESS,SafePay,2023-02-03 01:40:28,2023-02-03
TXN00001314,U0328,Zomato,Grocery,44651.62,SUCCESS,PayWallet,2023-02-08 08:21:46,2023-02-08
TXN00001316,U0276,Amazon,Travel,23246.53,SUCCESS,SafePay,2023-02-14 16:38:10,2023-02-14
TXN00001334,U0474,Ola,Entertainment,22234.44,SUCCESS,PayWallet,2023-02-18 10:53:00,2023-02-18
TXN00001338,U0891,Uber,Transfer,8532.15,SUCCESS,EasyWallet,2023-02-13 02:05:47,2023-02-13
TXN00001340,U0266,BookMyShow,Entertainment,44051.34,SUCCESS,FastCash,2023-02-19 11:44:31,2023-02-19
TXN00001357,U0348,Paytm,Shopping,22709.3,SUCCESS,QuickPay,2023-02-09 07:58:43,2023-02-09
TXN00001358,U0106,Amazon,Food,29648.4,FAILED,EasyWallet,2023-02-11 22:41:39,2023-02-11
TXN00001359,U0653,BigBasket,Utilities,17776.01,SUCCESS,EasyWallet,2023-02-18 22:14:01,2023-02-18
TXN00001362,U0481,Uber,Travel,14560.29,REFUNDED,EasyWallet,2023-02-27 05:57:07,2023-02-27
TXN00001367,U0466,BookMyShow,Shopping,24801.57,PENDING,QuickPay,2023-02-10 17:15:11,2023-02-10
TXN00001410,U0892,Swiggy,Utilities,21615.71,SUCCESS,SafePay,2023-02-20 11:03:23,2023-02-20
TXN00001435,U0238,Swiggy,Food,17835.25,SUCCESS,SafePay,2023-02-16 21:58:28,2023-02-16
TXN00001444,U0384,Spotify,Utilities,10108.57,SUCCESS,PayWallet,2023-02-23 10:06:36,2023-02-23
TXN00001451,U0094,Zomato,Entertainment,11823.14,SUCCESS,SafePay,2023-02-18 18:18:48,2023-02-18
TXN00001454,U0974,Ola,Grocery,18892.1,SUCCESS,SafePay,2023-02-01 01:48:10,2023-02-01
TXN00001471,U0652,PhonePe,Travel,40713.26,SUCCESS,QuickPay,2023-02-12 10:30:29,2023-02-12
TXN00001478,U0387,Flipkart,Utilities,3222.48,SUCCESS,QuickPay,2023-02-03 06:50:51,2023-02-03
TXN00001495,U0446,GooglePay,Shopping,8020.16,PENDING,SafePay,2023-02-10 23:02:55,2023-02-10
TXN00001506,U0616,Uber,Transport,37355.53,FAILED,PayWallet,2023-02-27 06:06:14,2023-02-27
TXN00001514,U0332,IRCTC,Shopping,42491.99,SUCCESS,SafePay,2023-02-20 20:04:58,2023-02-20
TXN00001517,U0695,IRCTC,Transport,18834.02,REFUNDED,QuickPay,2023-02-09 14:13:21,2023-02-09
TXN00001519,U0528,Paytm,Travel,29673.69,REFUNDED,SafePay,2023-02-15 13:45:06,2023-02-15
TXN00001530,U0041,Zomato,Entertainment,32635.5,SUCCESS,FastCash,2023-02-17 18:51:55,2023-02-17
TXN00001576,U0160,Ola,Shopping,38371.57,SUCCESS,FastCash,2023-02-18 23:33:25,2023-02-18
TXN00001578,U0780,Netflix,Entertainment,30884.48,SUCCESS,QuickPay,2023-02-02 02:01:35,2023-02-02
TXN00001588,U0442,Zomato,Utilities,47416.93,SUCCESS,FastCash,2023-02-09 03:10:01,2023-02-09
TXN00001589,U0100,Paytm,Shopping,34151.25,FAILED,QuickPay,2023-02-13 07:31:19,2023-02-13
TXN00001592,U0645,GooglePay,Food,2061.54,REFUNDED,QuickPay,2023-02-20 16:12:43,2023-02-20
TXN00001618,U0255,IRCTC,Food,13390.15,PENDING,EasyWallet,2023-02-21 07:59:52,2023-02-21
TXN00001622,U0558,Uber,Food,25582.01,FAILED,QuickPay,2023-02-09 22:18:29,2023-02-09
TXN00001667,U0825,Amazon,Transport,38318.2,SUCCESS,PayWallet,2023-02-07 19:53:24,2023-02-07
TXN00001684,U0306,MakeMyTrip,Transfer,43565.74,SUCCESS,FastCash,2023-02-01 17:35:02,2023-02-01
TXN00001690,U0812,Paytm,Grocery,13147.51,SUCCESS,SafePay,2023-02-14 02:53:34,2023-02-14
TXN00001700,U0666,Amazon,Grocery,5192.73,SUCCESS,EasyWallet,2023-02-04 19:29:10,2023-02-04
TXN00001717,U0958,Zomato,Shopping,31922.94,SUCCESS,PayWallet,2023-02-02 05:16:28,2023-02-02
TXN00001718,U0471,BookMyShow,Food,5362.76,SUCCESS,QuickPay,2023-02-13 01:57:24,2023-02-13
TXN00001719,U0080,Spotify,Travel,45636.83,SUCCESS,PayWallet,2023-02-06 00:44:44,2023-02-06
TXN00001737,U0010,Ola,Shopping,35842.96,SUCCESS,EasyWallet,2023-02-17 11:57:08,2023-02-17
TXN00001742,U0128,Spotify,Transport,30075.52,SUCCESS,QuickPay,2023-02-16 07:34:28,2023-02-16
TXN00001764,U0473,BookMyShow,Food,37253.85,SUCCESS,SafePay,2023-02-27 04:50:23,2023-02-27
TXN00001766,U0950,BigBasket,Food,17727.8,SUCCESS,SafePay,2023-02-15 22:52:48,2023-02-15
TXN00001790,U0444,IRCTC,Transfer,28337.45,FAILED,FastCash,2023-02-17 18:04:55,2023-02-17
TXN00001810,U0759,PhonePe,Shopping,35081.62,SUCCESS,EasyWallet,2023-02-17 03:55:40,2023-02-17
TXN00001813,U0069,Amazon,Transport,30193.5,SUCCESS,PayWallet,2023-02-14 13:09:50,2023-02-14
TXN00001817,U0443,Zomato,Shopping,9248.54,FAILED,QuickPay,2023-02-17 20:16:29,2023-02-17
TXN00001837,U0597,Amazon,Food,10184.95,FAILED,PayWallet,2023-02-03 09:44:55,2023-02-03
TXN00001842,U0511,Swiggy,Shopping,30078.46,SUCCESS,QuickPay,2023-02-15 19:09:50,2023-02-15
TXN00001888,U0524,Flipkart,Entertainment,10210.06,SUCCESS,SafePay,2023-02-13 22:56:16,2023-02-13
TXN00001909,U0345,BookMyShow,Travel,29577.99,SUCCESS,PayWallet,2023-02-16 05:26:12,2023-02-16
TXN00001916,U0043,MakeMyTrip,Entertainment,21532.58,SUCCESS,EasyWallet,2023-02-25 14:41:19,2023-02-25
TXN00001924,U0886,Zomato,Utilities,36584.37,SUCCESS,FastCash,2023-02-03 17:37:46,2023-02-03
TXN00001935,U0225,Flipkart,Utilities,20985.51,SUCCESS,QuickPay,2023-02-07 11:45:17,2023-02-07
TXN00001951,U0838,GooglePay,Utilities,43100.56,SUCCESS,EasyWallet,2023-02-20 22:48:32,2023-02-20
TXN00001976,U0063,PhonePe,Transfer,29726.78,SUCCESS,EasyWallet,2023-02-06 18:48:13,2023-02-06
TXN00001983,U0952,IRCTC,Transport,7175.23,SUCCESS,PayWallet,2023-02-05 11:20:03,2023-02-05
TXN00002003,U0747,Uber,Food,8637.54,SUCCESS,EasyWallet,2023-02-27 06:55:46,2023-02-27
TXN00002025,U0432,Netflix,Utilities,47699.56,SUCCESS,PayWallet,2023-02-11 21:17:03,2023-02-11
TXN00002028,U0317,IRCTC,Transport,40076.47,SUCCESS,QuickPay,2023-02-05 02:34:35,2023-02-05
TXN00002030,U0190,Swiggy,Entertainment,21833.08,SUCCESS,QuickPay,2023-02-01 05:09:06,2023-02-01
TXN00002039,U0348,Netflix,Transport,21291.31,SUCCESS,SafePay,2023-02-06 01:25:40,2023-02-06
TXN00002049,U0889,Spotify,Transfer,18361.54,PENDING,FastCash,2023-02-17 04:56:29,2023-02-17
TXN00002053,U0548,Flipkart,Transport,36342.1,SUCCESS,SafePay,2023-02-02 15:22:24,2023-02-02
TXN00002064,U0227,Swiggy,Shopping,35453.34,SUCCESS,EasyWallet,2023-02-07 17:28:55,2023-02-07
TXN00002067,U0474,MakeMyTrip,Transfer,10539.76,SUCCESS,SafePay,2023-02-28 22:40:45,2023-02-28
TXN00002069,U0213,GooglePay,Travel,15208.6,FAILED,SafePay,2023-02-02 06:28:24,2023-02-02
TXN00002073,U0406,Swiggy,Entertainment,49606.62,SUCCESS,QuickPay,2023-02-07 15:55:02,2023-02-07
TXN00002081,U0625,PhonePe,Food,29982.41,SUCCESS,PayWallet,2023-02-23 19:35:06,2023-02-23
TXN00002095,U0935,Swiggy,Transfer,10512.15,SUCCESS,PayWallet,2023-02-25 03:04:14,2023-02-25
TXN00002143,U0791,IRCTC,Food,43537.56,SUCCESS,FastCash,2023-02-24 13:15:09,2023-02-24
TXN00002156,U0266,MakeMyTrip,Entertainment,29222.98,FAILED,EasyWallet,2023-02-28 10:42:51,2023-02-28
TXN00002162,U0855,Netflix,Shopping,22203.18,SUCCESS,QuickPay,2023-02-17 19:28:09,2023-02-17
TXN00002175,U0760,IRCTC,Transport,18259.75,PENDING,QuickPay,2023-02-28 18:58:06,2023-02-28
TXN00002180,U0430,Flipkart,Food,48436.83,SUCCESS,SafePay,2023-02-05 18:39:25,2023-02-05
TXN00002196,U0097,Swiggy,Transfer,41505.6,SUCCESS,FastCash,2023-02-19 00:31:54,2023-02-19
TXN00002197,U0895,Ola,Utilities,22633.72,SUCCESS,PayWallet,2023-02-19 01:11:39,2023-02-19
TXN00002210,U0915,Netflix,Food,36301.69,SUCCESS,QuickPay,2023-02-24 12:59:55,2023-02-24
TXN00002217,U0750,PhonePe,Travel,12072.22,FAILED,SafePay,2023-02-04 09:33:35,2023-02-04
TXN00002228,U0300,BookMyShow,Grocery,40096.74,SUCCESS,FastCash,2023-02-08 08:55:18,2023-02-08
TXN00002239,U0093,GooglePay,Grocery,42611.92,SUCCESS,FastCash,2023-02-06 06:12:45,2023-02-06
TXN00002272,U0358,Paytm,Transport,29509.42,SUCCESS,PayWallet,2023-02-11 20:32:06,2023-02-11
TXN00002310,U0924,Flipkart,Entertainment,305.02,SUCCESS,PayWallet,2023-02-25 17:23:27,2023-02-25
TXN00002317,U0044,Spotify,Grocery,35537.18,SUCCESS,QuickPay,2023-02-25 22:01:33,2023-02-25
TXN00002323,U0482,Flipkart,Transfer,15023.01,FAILED,EasyWallet,2023-02-24 21:18:17,2023-02-24
TXN00002334,U0546,BookMyShow,Grocery,7922.44,SUCCESS,SafePay,2023-02-15 23:56:42,2023-02-15
TXN00002347,U0893,BookMyShow,Shopping,36734.72,SUCCESS,SafePay,2023-02-20 17:44:41,2023-02-20
TXN00002376,U0608,Zomato,Entertainment,4751.36,SUCCESS,QuickPay,2023-02-28 15:46:56,2023-02-28
TXN00002406,U0773,Ola,Travel,16914.52,SUCCESS,PayWallet,2023-02-05 16:11:30,2023-02-05
TXN00002427,U0055,Ola,Entertainment,32292.15,REFUNDED,FastCash,2023-02-07 18:16:27,2023-02-07
TXN00002430,U0942,Paytm,Shopping,44015.73,PENDING,QuickPay,2023-02-16 17:30:37,2023-02-16
TXN00002449,U0334,GooglePay,Travel,27427.05,SUCCESS,SafePay,2023-02-15 09:47:09,2023-02-15
TXN00002472,U0169,Zomato,Transport,37020.42,PENDING,EasyWallet,2023-02-09 10:24:00,2023-02-09
TXN00002481,U0538,Paytm,Utilities,29282.79,SUCCESS,QuickPay,2023-02-13 18:55:48,2023-02-13
TXN00002515,U0585,GooglePay,Utilities,40479.42,SUCCESS,QuickPay,2023-02-05 09:50:17,2023-02-05
TXN00002533,U0301,Zomato,Grocery,13932.89,PENDING,QuickPay,2023-02-27 21:03:14,2023-02-27
TXN00002563,U0781,BookMyShow,Entertainment,4668.55,SUCCESS,SafePay,2023-02-25 05:30:17,2023-02-25
TXN00002573,U0844,Zomato,Entertainment,42225.96,SUCCESS,QuickPay,2023-02-11 08:37:19,2023-02-11
TXN00002582,U0554,Netflix,Transfer,44830.1,PENDING,QuickPay,2023-02-28 06:31:56,2023-02-28
TXN00002587,U0274,PhonePe,Utilities,30775.6,SUCCESS,EasyWallet,2023-02-11 18:19:52,2023-02-11
TXN00002589,U0509,PhonePe,Entertainment,34454.71,SUCCESS,FastCash,2023-02-07 07:54:18,2023-02-07
TXN00002594,U0741,Flipkart,Utilities,38520.63,SUCCESS,EasyWallet,2023-02-27 23:49:36,2023-02-27
TXN00002635,U0864,Flipkart,Food,29648.35,SUCCESS,EasyWallet,2023-02-22 01:42:45,2023-02-22
TXN00002650,U0343,Zomato,Transport,32427.8,SUCCESS,PayWallet,2023-02-01 20:22:41,2023-02-01
TXN00002655,U0415,PhonePe,Grocery,45538.2,SUCCESS,QuickPay,2023-02-22 21:34:26,2023-02-22
TXN00002671,U0275,GooglePay,Travel,26106.19,SUCCESS,FastCash,2023-02-12 15:38:15,2023-02-12
TXN00002675,U0982,Amazon,Travel,38426.97,FAILED,SafePay,2023-02-27 21:40:41,2023-02-27
TXN00002681,U0579,BookMyShow,Transport,11572.91,PENDING,QuickPay,2023-02-10 01:49:22,2023-02-10
TXN00002686,U0096,IRCTC,Utilities,39557.07,SUCCESS,QuickPay,2023-02-16 03:06:05,2023-02-16
TXN00002689,U0516,PhonePe,Entertainment,46241.3,SUCCESS,SafePay,2023-02-04 10:50:19,2023-02-04
TXN00002697,U0087,IRCTC,Transport,10597.14,SUCCESS,PayWallet,2023-02-12 03:31:15,2023-02-12
TXN00002710,U0756,IRCTC,Travel,23050.35,SUCCESS,FastCash,2023-02-01 03:06:58,2023-02-01
TXN00002713,U0085,GooglePay,Entertainment,24044.19,FAILED,SafePay,2023-02-01 11:33:49,2023-02-01
TXN00002718,U0180,MakeMyTrip,Utilities,25075.76,FAILED,FastCash,2023-02-28 11:28:54,2023-02-28
TXN00002722,U0242,Netflix,Transport,39887.03,SUCCESS,FastCash,2023-02-17 17:54:20,2023-02-17
TXN00002746,U0097,GooglePay,Transfer,26315.31,SUCCESS,PayWallet,2023-02-04 23:23:52,2023-02-04
TXN00002753,U0858,PhonePe,Shopping,12226.85,SUCCESS,SafePay,2023-02-19 16:10:47,2023-02-19
TXN00002755,U0984,GooglePay,Grocery,45834.44,PENDING,QuickPay,2023-02-16 11:41:37,2023-02-16
TXN00002767,U0838,MakeMyTrip,Shopping,19320.34,SUCCESS,PayWallet,2023-02-04 07:45:32,2023-02-04
TXN00002792,U0924,GooglePay,Grocery,17073.57,SUCCESS,QuickPay,2023-02-25 07:47:19,2023-02-25
TXN00002794,U0803,BigBasket,Grocery,28649.93,SUCCESS,PayWallet,2023-02-06 07:27:31,2023-02-06
TXN00002826,U0644,Swiggy,Utilities,25976.03,REFUNDED,QuickPay,2023-02-09 17:51:32,2023-02-09
TXN00002864,U0229,MakeMyTrip,Food,28001.08,SUCCESS,FastCash,2023-02-09 16:45:58,2023-02-09
TXN00002878,U0241,MakeMyTrip,Travel,20115.66,PENDING,FastCash,2023-02-20 09:35:56,2023-02-20
